AÑO;MES;Código del Cliente;Nombre del Cliente;Nombre Doc;Número del Documento;Fecha;Nombre del Vendedor;Cond. Pago;Línea;Cod. Producto;Desc. Producto;Cantidad;Precio Unitario;Descuento;Total Detalle;LL1;N° SEMANA;ORDEN CORRELATIVO
2025;JUL;76.434.473-1;SOCIEDAD COMERCIALIZADORA DE ARTICULOS FERRETEROS OSORIO SPA;F.VTA AFECTA RS ELECT.;18796;45839;VENDEDOR;CHEQUE30;1;EM285;PUNTA LOGICA PROBADOR CIRCUITOS ELECT;2;24990;-35;32487;JUL2025;27;66430
2025;JUL;77.432.592-1;FRANFER SPA;F.VTA AFECTA RS ELECT.;18797;45839;VENDEDOR;CREDITO30;1;YT1255;"DADO ADAPTADOR 1/2""F A 3/8"" M";1;2190;-35;1424;JUL2025;27;66431
2025;JUL;77.432.592-1;FRANFER SPA;F.VTA AFECTA RS ELECT.;18797;45839;VENDEDOR;CREDITO30;2;YT1258;"DADO ADAPTADOR 1/2""F A 3/4"" M";1;5190;-35;3374;JUL2025;27;66432
2025;JUL;96.538.460-K;SCANIA CHILE S A;F.VTA AFECTA RS ELECT.;18798;45839;ENRIQUE HERNANDEZ PEREZ;CREDITO30;1;YT1242;BARROTE DE FUERZA ARTICULADO 1/2 X 18 PULG.;1;14243;0;14243;JUL2025;27;66433
2025;JUL;77.078.261-9;MACO TATTERSALL S.A.;F.VTA AFECTA RS ELECT.;18799;45839;ENRIQUE HERNANDEZ PEREZ;CREDITO30;1;0008-1145;PERNO HEX G2 ZINC 5/16X1,1/2;150;120;0;18000;JUL2025;27;66434
2025;JUL;77.078.261-9;MACO TATTERSALL S.A.;F.VTA AFECTA RS ELECT.;18799;45839;ENRIQUE HERNANDEZ PEREZ;CREDITO30;2;0198-1060;TUERCA HEX G2 ZINC 3/8;100;74;0;7400;JUL2025;27;66435
2025;JUL;77.078.261-9;MACO TATTERSALL S.A.;F.VTA AFECTA RS ELECT.;18799;45839;ENRIQUE HERNANDEZ PEREZ;CREDITO30;3;0571-1050;GOLILLA PRESION 3/8 ZINC;100;53;0;5300;JUL2025;27;66436
2025;JUL;77.078.261-9;MACO TATTERSALL S.A.;F.VTA AFECTA RS ELECT.;18799;45839;ENRIQUE HERNANDEZ PEREZ;CREDITO30;4;0235-1040;GOLILLA PL DE FIERRO ZINC 3/8;100;83;0;8300;JUL2025;27;66437
2025;JUL;77.078.261-9;MACO TATTERSALL S.A.;F.VTA AFECTA RS ELECT.;18799;45839;ENRIQUE HERNANDEZ PEREZ;CREDITO30;5;0241-1020;GOLILLA PRESION 5/16 INOX;400;105;0;42000;JUL2025;27;66438
2025;JUL;76.686.138-5;SKC RED SPA;F.VTA AFECTA RS ELECT.;18800;45839;ENRIQUE HERNANDEZ PEREZ;CREDITO30;1;YT58540;CARRO VOREL CON 177 HERRAMIENTAS 6 BANDEJAS;1;499990;0;499990;JUL2025;27;66439
2025;JUL;76.649.687-3;INGENIERIA INTEGRAL ROBERTO RAMIREZ E.I.R.L.;F.VTA AFECTA RS ELECT.;18801;45840;VENDEDOR;CREDITO30;1;YT58540;CARRO VOREL CON 177 HERRAMIENTAS 6 BANDEJAS;3;450000;0;1350000;JUL2025;27;66440
2025;JUL;77.303.371-4;QUICK PRO SPA;F.VTA AFECTA RS ELECT.;18802;45840;VENDEDOR;CONTADO;1;YT0824;LLAVE SACA FILTRO DE CINTA 80-160 MM;4;20490;-35;53274;JUL2025;27;66441
2025;JUL;77.303.371-4;QUICK PRO SPA;F.VTA AFECTA RS ELECT.;18802;45840;VENDEDOR;CONTADO;2;YT2930;SET DE 3 MACHOS M3 X 0.5MM;1;8490;-35;5519;JUL2025;27;66442
2025;JUL;77.303.371-4;QUICK PRO SPA;F.VTA AFECTA RS ELECT.;18802;45840;VENDEDOR;CONTADO;3;YT2931;SET DE 3 MACHOS M4 X 0.7MM;1;8490;-35;5519;JUL2025;27;66443
2025;JUL;77.303.371-4;QUICK PRO SPA;F.VTA AFECTA RS ELECT.;18803;45840;VENDEDOR;CONTADO;1;YT17311;BANQUILLO 3 TON. (PAR);2;54990;-35;71487;JUL2025;27;66444
2025;JUL;86.146.400-8;SANTA ELVIRA S.A.;F.VTA AFECTA RS ELECT.;18804;45840;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;1;YT58540;CARRO VOREL CON 177 HERRAMIENTAS 6 BANDEJAS;9;595230;0;5357070;JUL2025;27;66445
2025;JUL;76.655.406-7;XTREME SERVICIOS MAQUINARIAS Y EQUIPOS SPA;F.VTA AFECTA RS ELECT.;18805;45840;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;1;TQA2340;MEDIDOR DE TORQUE DIGITAL 3.4 A 340NM;1;129990;0;129990;JUL2025;27;66446
2025;JUL;77.432.592-1;FRANFER SPA;F.VTA AFECTA RS ELECT.;18806;45840;VENDEDOR;CREDITO30;1;LOA003;RECOLECTOR ACEITE USADO 6 LTS;3;6500;-35;12675;JUL2025;27;66447
2025;JUL;77.303.371-4;QUICK PRO SPA;F.VTA AFECTA RS ELECT.;18807;45840;VENDEDOR;CONTADO;1;YT1038;"DADO DE IMPACTO LARGO 1/2"" 18MM";2;6290;-35;8177;JUL2025;27;66448
2025;JUL;77.303.371-4;QUICK PRO SPA;F.VTA AFECTA RS ELECT.;18807;45840;VENDEDOR;CONTADO;2;YT02069;JUEGO DE LLAVES PUNTA CORONA CHICHARRA 12 PIEZAS 8-19MM;1;99990;-35;64994;JUL2025;27;66449
2025;JUL;77.303.371-4;QUICK PRO SPA;F.VTA AFECTA RS ELECT.;18807;45840;VENDEDOR;CONTADO;3;YT1064;"JUNTA CARDANICA DE IMPACTO 1/2""";2;14990;-35;19487;JUL2025;27;66450
2025;JUL;77.303.371-4;QUICK PRO SPA;F.VTA AFECTA RS ELECT.;18807;45840;VENDEDOR;CONTADO;4;YT1947;"ALICATE CORTE DIAGONAL DE 6"" (160MM)";1;10490;-35;6819;JUL2025;27;66451
2025;JUL;77.303.371-4;QUICK PRO SPA;F.VTA AFECTA RS ELECT.;18807;45840;VENDEDOR;CONTADO;5;WB51801;"ESCOBILLA CIRCULAR GRUESA 7"" P/ESMERIL";1;14900;-35;9685;JUL2025;27;66452
2025;JUL;77.303.371-4;QUICK PRO SPA;F.VTA AFECTA RS ELECT.;18807;45840;VENDEDOR;CONTADO;6;DND9017;JUEGO DE 2 SACA BROCHES 200 Y 230 MM;1;11490;-35;7469;JUL2025;27;66453
2025;JUL;77.432.592-1;FRANFER SPA;F.VTA AFECTA RS ELECT.;18808;45840;VENDEDOR;CREDITO30;1;MP2119;JUEGO DE 4 CONECTORES PARA AIRE 1/4;2;10900;-35;14170;JUL2025;27;66454
2025;JUL;77.432.592-1;FRANFER SPA;F.VTA AFECTA RS ELECT.;18809;45840;VENDEDOR;CREDITO30;1;YT1218;"DADO HEX 1/2"" X 27 MM";1;5590;-35;3634;JUL2025;27;66455
2025;JUL;77.432.592-1;FRANFER SPA;F.VTA AFECTA RS ELECT.;18809;45840;VENDEDOR;CREDITO30;2;YT3845;"BARROTE EXTENSIÓN 3/8"", LARGO 10"".";1;4490;-35;2919;JUL2025;27;66456
2025;JUL;77.432.592-1;FRANFER SPA;F.VTA AFECTA RS ELECT.;18809;45840;VENDEDOR;CREDITO30;3;BWSS12P3;SET DE DADOS DE IMPACTO CON FUNDA PLASTICA 17-19-21 MM;2;47490;-35;61737;JUL2025;27;66457
2025;JUL;88.525.600-7;SERGIO ESCOBAR Y CIA LIMITADA;F.VTA AFECTA RS ELECT.;18810;45840;VENDEDOR;CREDITO30;1;'3185539;FACTURACION GUIAS DESPACHO 4891 4890 4866 4861 4859 4852 4834 4817 4848 4775;2;79895;0;159790;JUL2025;27;66458
2025;JUL;88.525.600-7;SERGIO ESCOBAR Y CIA LIMITADA;F.VTA AFECTA RS ELECT.;18810;45840;VENDEDOR;CREDITO30;2;'3185539;FACTURACION GUIAS DESPACHO 4891 4890 4866 4861 4859 4852 4834 4817 4848 4775;1;52953;0;52953;JUL2025;27;66459
2025;JUL;88.525.600-7;SERGIO ESCOBAR Y CIA LIMITADA;F.VTA AFECTA RS ELECT.;18810;45840;VENDEDOR;CREDITO30;3;'3185539;FACTURACION GUIAS DESPACHO 4891 4890 4866 4861 4859 4852 4834 4817 4848 4775;1;33476;0;33476;JUL2025;27;66460
2025;JUL;88.525.600-7;SERGIO ESCOBAR Y CIA LIMITADA;F.VTA AFECTA RS ELECT.;18810;45840;VENDEDOR;CREDITO30;4;'3185539;FACTURACION GUIAS DESPACHO 4891 4890 4866 4861 4859 4852 4834 4817 4848 4775;2;55993;0;111986;JUL2025;27;66461
2025;JUL;88.525.600-7;SERGIO ESCOBAR Y CIA LIMITADA;F.VTA AFECTA RS ELECT.;18810;45840;VENDEDOR;CREDITO30;5;'3185539;FACTURACION GUIAS DESPACHO 4891 4890 4866 4861 4859 4852 4834 4817 4848 4775;1;55000;0;55000;JUL2025;27;66462
2025;JUL;88.525.600-7;SERGIO ESCOBAR Y CIA LIMITADA;F.VTA AFECTA RS ELECT.;18810;45840;VENDEDOR;CREDITO30;6;'3185539;FACTURACION GUIAS DESPACHO 4891 4890 4866 4861 4859 4852 4834 4817 4848 4775;1;47990;0;47990;JUL2025;27;66463
2025;JUL;88.525.600-7;SERGIO ESCOBAR Y CIA LIMITADA;F.VTA AFECTA RS ELECT.;18810;45840;VENDEDOR;CREDITO30;7;'3185539;FACTURACION GUIAS DESPACHO 4891 4890 4866 4861 4859 4852 4834 4817 4848 4775;1;67965;0;67965;JUL2025;27;66464
2025;JUL;88.525.600-7;SERGIO ESCOBAR Y CIA LIMITADA;F.VTA AFECTA RS ELECT.;18810;45840;VENDEDOR;CREDITO30;8;'3185539;FACTURACION GUIAS DESPACHO 4891 4890 4866 4861 4859 4852 4834 4817 4848 4775;1;306830;0;306830;JUL2025;27;66465
2025;JUL;88.525.600-7;SERGIO ESCOBAR Y CIA LIMITADA;F.VTA AFECTA RS ELECT.;18810;45840;VENDEDOR;CREDITO30;9;'3185539;FACTURACION GUIAS DESPACHO 4891 4890 4866 4861 4859 4852 4834 4817 4848 4775;1;23618;0;23618;JUL2025;27;66466
2025;JUL;88.525.600-7;SERGIO ESCOBAR Y CIA LIMITADA;F.VTA AFECTA RS ELECT.;18810;45840;VENDEDOR;CREDITO30;10;'3185539;FACTURACION GUIAS DESPACHO 4891 4890 4866 4861 4859 4852 4834 4817 4848 4775;1;50392;0;50392;JUL2025;27;66467
2025;JUL;77.868.909-K;COMERCIAL RIO BAKER SPA;F.VTA AFECTA RS ELECT.;18811;45841;VENDEDOR;CONTADO;1;'10145;TARUGOS PARCHE NEUMATICOS DISPLAY 5 UNIDADES;20;1500;-35;19500;JUL2025;27;66468
2025;JUL;76.917.886-4;COMERCIALIZADORA STARBLUE SPA;F.VTA AFECTA RS ELECT.;18812;45841;ENRIQUE HERNANDEZ PEREZ;CREDITO30;1;YT55556;TECLE PLUMA PLEGABLE 1 TONELADA;1;233650;0;233650;JUL2025;27;66469
2025;JUL;76.917.886-4;COMERCIALIZADORA STARBLUE SPA;F.VTA AFECTA RS ELECT.;18812;45841;ENRIQUE HERNANDEZ PEREZ;CREDITO30;2;YT55570;BANCO PARA SOPORTE DE MOTORES 450 KG.;1;159900;-35;103935;JUL2025;27;66470
2025;JUL;76.655.406-7;XTREME SERVICIOS MAQUINARIAS Y EQUIPOS SPA;F.VTA AFECTA RS ELECT.;18813;45841;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;1;'99031;JUEGO DE DADOS 1/2 POLIGONALES 25 PZS;1;209900;0;209900;JUL2025;27;66471
2025;JUL;76.655.406-7;XTREME SERVICIOS MAQUINARIAS Y EQUIPOS SPA;F.VTA AFECTA RS ELECT.;18813;45841;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;2;YT7221;FEELER 17 HOJAS MM 200MM DE LARGO;1;8390;0;8390;JUL2025;27;66472
2025;JUL;76.655.406-7;XTREME SERVICIOS MAQUINARIAS Y EQUIPOS SPA;F.VTA AFECTA RS ELECT.;18813;45841;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;3;YT0590;SET EXTRACTOR DE PERNOS 6 PIEZAS;1;5990;0;5990;JUL2025;27;66473
2025;JUL;76.655.406-7;XTREME SERVICIOS MAQUINARIAS Y EQUIPOS SPA;F.VTA AFECTA RS ELECT.;18813;45841;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;4;YT8282995;ESMERIL ANGULAR INALAMBRICO 18V 1 BAT 4A;1;86638;0;86638;JUL2025;27;66474
2025;JUL;76.655.406-7;XTREME SERVICIOS MAQUINARIAS Y EQUIPOS SPA;F.VTA AFECTA RS ELECT.;18813;45841;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;5;TW001GM;"LLAVE DE IMPACTO INALAMBRICA 3/4"" 40V 2BAT 4A CARG Y MALETIN";1;1078450;0;1078450;JUL2025;27;66475
2025;JUL;76.655.406-7;XTREME SERVICIOS MAQUINARIAS Y EQUIPOS SPA;F.VTA AFECTA RS ELECT.;18813;45841;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;6;HBJ3002;GATA GARAGE HIDRAULICA TIPO BOTELLA 30 TON;1;207490;0;207490;JUL2025;27;66476
2025;JUL;76.655.406-7;XTREME SERVICIOS MAQUINARIAS Y EQUIPOS SPA;F.VTA AFECTA RS ELECT.;18813;45841;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;7;LOA005;RECOLECTOR ACEITE USADO 15 LTS;4;22500;0;90000;JUL2025;27;66477
2025;JUL;76.655.406-7;XTREME SERVICIOS MAQUINARIAS Y EQUIPOS SPA;F.VTA AFECTA RS ELECT.;18813;45841;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;8;HSLH8104;COMBO MANGO FIBRA ANTIDESLIZANTE 1800GRS;4;15900;0;63600;JUL2025;27;66478
2025;JUL;76.655.406-7;XTREME SERVICIOS MAQUINARIAS Y EQUIPOS SPA;F.VTA AFECTA RS ELECT.;18813;45841;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;9;YT58540;CARRO VOREL CON 177 HERRAMIENTAS 6 BANDEJAS;1;575000;0;575000;JUL2025;27;66479
2025;JUL;76.655.406-7;XTREME SERVICIOS MAQUINARIAS Y EQUIPOS SPA;F.VTA AFECTA RS ELECT.;18813;45841;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;10;YT2491;"LLAVE STILLSON 18"" (63 MM)";2;31990;0;63980;JUL2025;27;66480
2025;JUL;76.655.406-7;XTREME SERVICIOS MAQUINARIAS Y EQUIPOS SPA;F.VTA AFECTA RS ELECT.;18813;45841;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;11;YT2493;"LLAVE STILLSON 36"" (150 MM)";2;99990;0;199980;JUL2025;27;66481
2025;JUL;76.655.406-7;XTREME SERVICIOS MAQUINARIAS Y EQUIPOS SPA;F.VTA AFECTA RS ELECT.;18813;45841;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;12;'48524;ADAPTADOR PUNTA MAGNETICA 5/16 X65MM;8;2668;0;21344;JUL2025;27;66482
2025;JUL;76.686.138-5;SKC RED SPA;F.VTA AFECTA RS ELECT.;18814;45841;ENRIQUE HERNANDEZ PEREZ;CREDITO30;1;'687780;"BARRA DE FUERZA RECTA DE 31""";1;35000;0;35000;JUL2025;27;66483
2025;JUL;76.686.138-5;SKC RED SPA;F.VTA AFECTA RS ELECT.;18814;45841;ENRIQUE HERNANDEZ PEREZ;CREDITO30;2;'687780;"BARRA DE FUERZA RECTA DE 31""";1;35000;0;35000;JUL2025;27;66484
2025;JUL;86.146.400-8;SANTA ELVIRA S.A.;F.VTA AFECTA RS ELECT.;18815;45841;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;1;YT2307;ALICATE APRIETA TERMINALES 195MML;1;20243;0;20243;JUL2025;27;66485
2025;JUL;86.146.400-8;SANTA ELVIRA S.A.;F.VTA AFECTA RS ELECT.;18815;45841;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;2;VML1;DETECTOR DE FUGAS GASES;2;225595;0;451190;JUL2025;27;66486
2025;JUL;76.820.008-4;GRUPO SOMOS SPA;F.VTA AFECTA RS ELECT.;18816;45841;ENRIQUE HERNANDEZ PEREZ;CREDITO45;1;YT3843;"BARROTE EXTENSIÓN 3/8"", LARGO 3"".";1;1990;-35;1294;JUL2025;27;66487
2025;JUL;76.820.008-4;GRUPO SOMOS SPA;F.VTA AFECTA RS ELECT.;18816;45841;ENRIQUE HERNANDEZ PEREZ;CREDITO45;2;YT0842;SACA BROCHES DE TAPIZ 200MM;1;7090;-35;4609;JUL2025;27;66488
2025;JUL;76.820.008-4;GRUPO SOMOS SPA;F.VTA AFECTA RS ELECT.;18816;45841;ENRIQUE HERNANDEZ PEREZ;CREDITO45;3;YT0841;SACA BROCHES DE TAPIZ 230MM;1;7090;-35;4609;JUL2025;27;66489
2025;JUL;76.820.008-4;GRUPO SOMOS SPA;F.VTA AFECTA RS ELECT.;18816;45841;ENRIQUE HERNANDEZ PEREZ;CREDITO45;4;YT1419;"DADO HEX LARGO 1/4"" X 8 MM";1;1090;-35;709;JUL2025;27;66490
2025;JUL;76.820.008-4;GRUPO SOMOS SPA;F.VTA AFECTA RS ELECT.;18816;45841;ENRIQUE HERNANDEZ PEREZ;CREDITO45;5;YT1429;"BARROTE EXTENSIÓN 1/4"", LARGO 2"".";2;890;-35;1157;JUL2025;27;66491
2025;JUL;76.820.008-4;GRUPO SOMOS SPA;F.VTA AFECTA RS ELECT.;18816;45841;ENRIQUE HERNANDEZ PEREZ;CREDITO45;6;YT1430;"BARROTE EXTENSIÓN 1/4"", LARGO 3"".";3;1090;-35;2126;JUL2025;27;66492
2025;JUL;76.820.008-4;GRUPO SOMOS SPA;F.VTA AFECTA RS ELECT.;18816;45841;ENRIQUE HERNANDEZ PEREZ;CREDITO45;7;HCSPA081;LLAVE PUNTA CORONA 8 MM;1;1300;-35;845;JUL2025;27;66493
2025;JUL;76.820.008-4;GRUPO SOMOS SPA;F.VTA AFECTA RS ELECT.;18816;45841;ENRIQUE HERNANDEZ PEREZ;CREDITO45;8;ASRZ132-10;LLAVE PUNTA CORONA ANDES SAM 10 MM.;1;1400;-35;910;JUL2025;27;66494
2025;JUL;76.820.008-4;GRUPO SOMOS SPA;F.VTA AFECTA RS ELECT.;18816;45841;ENRIQUE HERNANDEZ PEREZ;CREDITO45;9;ASRZ132-12;LLAVE PUNTA CORONA ANDES SAM 12 MM;2;1600;-35;2080;JUL2025;27;66495
2025;JUL;76.820.008-4;GRUPO SOMOS SPA;F.VTA AFECTA RS ELECT.;18816;45841;ENRIQUE HERNANDEZ PEREZ;CREDITO45;10;ASRZ132-14;LLAVE PUNTA CORONA ANDES SAM 14 MM;1;1900;-35;1235;JUL2025;27;66496
2025;JUL;76.820.008-4;GRUPO SOMOS SPA;F.VTA AFECTA RS ELECT.;18816;45841;ENRIQUE HERNANDEZ PEREZ;CREDITO45;11;ASRZ132-15;LLAVE PUNTA CORONA ANDES SAM 15 MM;1;2200;-35;1430;JUL2025;27;66497
2025;JUL;76.820.008-4;GRUPO SOMOS SPA;F.VTA AFECTA RS ELECT.;18816;45841;ENRIQUE HERNANDEZ PEREZ;CREDITO45;12;HCSPA191;LLAVE PUNTA CORONA 19 MM;1;3000;-35;1950;JUL2025;27;66498
2025;JUL;76.820.008-4;GRUPO SOMOS SPA;F.VTA AFECTA RS ELECT.;18816;45841;ENRIQUE HERNANDEZ PEREZ;CREDITO45;13;YT4712;JUEGO DE 6 PIEZAS. CINCELES, BOTADORES, PUNTO CENTRO;1;24690;-35;16049;JUL2025;27;66499
2025;JUL;76.820.008-4;GRUPO SOMOS SPA;F.VTA AFECTA RS ELECT.;18816;45841;ENRIQUE HERNANDEZ PEREZ;CREDITO45;14;YT1407;"DADO HEX STD 1/4"" X 8 MM";1;750;-35;488;JUL2025;27;66500
2025;JUL;76.820.008-4;GRUPO SOMOS SPA;F.VTA AFECTA RS ELECT.;18816;45841;ENRIQUE HERNANDEZ PEREZ;CREDITO45;15;YT1431;"BARROTE EXTENSIÓN 1/4"", LARGO 4"".";1;1190;-35;774;JUL2025;27;66501
2025;JUL;86.146.400-8;SANTA ELVIRA S.A.;F.VTA AFECTA RS ELECT.;18817;45841;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;1;'360002;CARGADOR BATERIA 12/24V;1;498480;0;498480;JUL2025;27;66502
2025;JUL;86.146.400-8;SANTA ELVIRA S.A.;F.VTA AFECTA RS ELECT.;18817;45841;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;2;'380100;BATERIA 7.2V TRANSMISOR;1;354761;0;354761;JUL2025;27;66503
2025;JUL;77.218.785-8;YUTONG CHILE SPA;F.VTA AFECTA RS ELECT.;18818;45841;ENRIQUE HERNANDEZ PEREZ;CREDITO30;1;'5320003;BUZO BLANCO DESECHABLE XL;20;2100;0;42000;JUL2025;27;66504
2025;JUL;77.218.785-8;YUTONG CHILE SPA;F.VTA AFECTA RS ELECT.;18818;45841;ENRIQUE HERNANDEZ PEREZ;CREDITO30;2;'5320004;BUZO BLANCO DESECHABLE XXL;20;2100;0;42000;JUL2025;27;66505
2025;JUL;77.218.785-8;YUTONG CHILE SPA;F.VTA AFECTA RS ELECT.;18818;45841;ENRIQUE HERNANDEZ PEREZ;CREDITO30;3;HILCAR0002;PAÑO DE LIMPIEZA BOLSA 1 KILO;20;2900;0;58000;JUL2025;27;66506
2025;JUL;77.218.785-8;YUTONG CHILE SPA;F.VTA AFECTA RS ELECT.;18818;45841;ENRIQUE HERNANDEZ PEREZ;CREDITO30;4;YT14451;JUEGO DE DADOS 1/4 23 PIEZAS;2;30100;0;60200;JUL2025;27;66507
2025;JUL;77.218.785-8;YUTONG CHILE SPA;F.VTA AFECTA RS ELECT.;18818;45841;ENRIQUE HERNANDEZ PEREZ;CREDITO30;5;CIDLI20608;TALADRO PERCUTOR INALAMBRICO 20V BAT + CARGADOR;1;129900;0;129900;JUL2025;27;66508
2025;JUL;76.655.406-7;XTREME SERVICIOS MAQUINARIAS Y EQUIPOS SPA;F.VTA AFECTA RS ELECT.;18819;45841;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;1;ONGTL;GUANTES DESECHABLES NITRILO NARANJOS TEXT. T/L CAJA DE 100U.;4;24310;0;97240;JUL2025;27;66509
2025;JUL;85.275.700-0;ARRENDAMIENTO DE MAQUINARIAS SPA;F.VTA AFECTA RS ELECT.;18820;45841;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;1;YT8277925;LLAVE DE IMPACTO 1/2 INALAMBRICA 350NM;1;145868;0;145868;JUL2025;27;66510
2025;JUL;85.275.700-0;ARRENDAMIENTO DE MAQUINARIAS SPA;F.VTA AFECTA RS ELECT.;18820;45841;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;2;YT0674;JUEGO DE MEDIDOR DE VACIO CON PURGADOR DE FRENOS (22 PIEZAS);2;59993;0;119986;JUL2025;27;66511
2025;JUL;77.322.513-3;MOTS S&T SPA;F.VTA AFECTA RS ELECT.;18821;45841;ENRIQUE HERNANDEZ PEREZ;CREDITO30;1;YT8277905;TALADRO INALAMBRICO 18V 45NM 2 BATERIAS;1;136490;-35;88719;JUL2025;27;66512
2025;JUL;78.016.820-K;CONPAX MAQUINARIAS SPA;N.C. AFECTA VTA ELECT.;1042;45842;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;1;YT1335;"JUEGO DE DADOS 3/4"" 20 PIEZAS";-1;-187493;0;-187493;JUL2025;27;66513
2025;JUL;78.016.820-K;CONPAX MAQUINARIAS SPA;N.C. AFECTA VTA ELECT.;1042;45842;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;2;92219T;JUEGOS DE DADOS 1/2 TORX MACHOS Y HEMBRA 19 PIEZAS;-2;-49493;0;-98986;JUL2025;27;66514
2025;JUL;78.016.820-K;CONPAX MAQUINARIAS SPA;N.C. AFECTA VTA ELECT.;1042;45842;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;3;YT39615;JUEGO DE 4 ALICATES PARA SEGUROS 7 PULG.;-4;-23618;0;-94472;JUL2025;27;66515
2025;JUL;78.016.820-K;CONPAX MAQUINARIAS SPA;N.C. AFECTA VTA ELECT.;1042;45842;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;4;YT2865;TESTER CIRCUITO AUTOMOTRIZ 6-24V;-4;-2468;0;-9872;JUL2025;27;66516
2025;JUL;78.016.820-K;CONPAX MAQUINARIAS SPA;N.C. AFECTA VTA ELECT.;1042;45842;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;5;YT4515;MARTILLO MECANICO M/FIBRA DE 0.5 LBS LARGO 280MM;-8;-5918;0;-47344;JUL2025;27;66517
2025;JUL;78.016.820-K;CONPAX MAQUINARIAS SPA;N.C. AFECTA VTA ELECT.;1042;45842;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;6;YT1212;"DADO HEX 1/2"" X 19 MM";-1;-2138;0;-2138;JUL2025;27;66518
2025;JUL;78.016.820-K;CONPAX MAQUINARIAS SPA;N.C. AFECTA VTA ELECT.;1042;45842;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;7;YT3895;CAJA METALICA CON 63 HERRAMIENTAS;-2;-299900;0;-599800;JUL2025;27;66519
2025;JUL;77.432.592-1;FRANFER SPA;F.VTA AFECTA RS ELECT.;18822;45842;VENDEDOR;CREDITO30;1;TT02;CUBRE ASIENTOS DESECHABLES ROLLO 250 UNIDADES;4;94990;-35;246974;JUL2025;27;66520
2025;JUL;77.432.592-1;FRANFER SPA;F.VTA AFECTA RS ELECT.;18822;45842;VENDEDOR;CREDITO30;2;MP2119;JUEGO DE 4 CONECTORES PARA AIRE 1/4;7;10900;-35;49595;JUL2025;27;66521
2025;JUL;77.432.592-1;FRANFER SPA;F.VTA AFECTA RS ELECT.;18822;45842;VENDEDOR;CREDITO30;3;YT72301;MICROMETRO EXTERIOR 25 - 50 MM;1;41990;-35;27294;JUL2025;27;66522
2025;JUL;78.016.820-K;CONPAX MAQUINARIAS SPA;F.VTA AFECTA ELECT.;18823;45842;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;1;YT1335;"JUEGO DE DADOS 3/4"" 20 PIEZAS";1;187493;0;187493;JUL2025;27;66523
2025;JUL;78.016.820-K;CONPAX MAQUINARIAS SPA;F.VTA AFECTA ELECT.;18823;45842;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;2;92219T;JUEGOS DE DADOS 1/2 TORX MACHOS Y HEMBRA 19 PIEZAS;2;49493;0;98986;JUL2025;27;66524
2025;JUL;78.016.820-K;CONPAX MAQUINARIAS SPA;F.VTA AFECTA ELECT.;18823;45842;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;3;YT39615;JUEGO DE 4 ALICATES PARA SEGUROS 7 PULG.;4;23618;0;94472;JUL2025;27;66525
2025;JUL;78.016.820-K;CONPAX MAQUINARIAS SPA;F.VTA AFECTA ELECT.;18823;45842;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;4;YT2865;TESTER CIRCUITO AUTOMOTRIZ 6-24V;4;2468;0;9872;JUL2025;27;66526
2025;JUL;78.016.820-K;CONPAX MAQUINARIAS SPA;F.VTA AFECTA ELECT.;18823;45842;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;5;YT4515;MARTILLO MECANICO M/FIBRA DE 0.5 LBS LARGO 280MM;8;5918;0;47344;JUL2025;27;66527
